sentence,translation,difficulty,Tense_Simple_Present,Tense_Present_Continuous,Tense_Present_Perfect,Tense_Present_Perfect_Cont,Tense_Simple_Past,Tense_Past_Continuous,Tense_Past_Perfect,Tense_Past_Perfect_Cont,Tense_Simple_Future,Tense_Future_Continuous,Tense_Future_Perfect,Tense_Future_Perfect_Cont,is_passive,subordinate_clause_count,noun_phrase_count,average_noun_phrase_length,prepositional_phrase_count,verb_phrase_count,adjective_count,adverb_count,proper_noun_count,sentence_length
"मार्च २००८ मध्ये, कोहलीला इंडियन प्रीमियर लीग फ्रँचायझी असलेल्या रॉयल चॅलेंजर्स बंगलोरने ३०,००० अमेरिकी डॉलर्स किंमतीत यूथ कॉन्ट्रॅक्ट विकत घेतले","In March 2008, Kohli was bought by Indian Premier League franchise Royal Challengers Bangalore for a youth contract worth US $30,000.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3.0,2,1,2,0,8,24
"सामन्याच्या दुसऱ्या दिवशी सीमारेषेजवळ क्षेत्ररक्षण करताना, त्याने दर्शकांकडे पाहून मधले बोट दाखवले, त्यासाठी त्याला सामनाधिकाऱ्यांनी त्याच्या सामना शुल्कापैकी ५०% रकमेचा दंड ठोठावला","On the second day of the match, while fielding near the boundary line, he showed his middle finger to the spectators, for which he was fined 50 percent of his match fee by the match referee.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,11,2.1818181818181817,6,3,3,0,0,40
सर्वात जलद २० एकदिवसीय शतके करणारा भारतीय आणि जगातील दुसऱ्या क्रमांकाचा फलंदाज,Fastest Indian and 2nd fastest batsman in the world to score 20 ODI centuries,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.6666666666666665,1,1,3,0,2,14
""" सामना अनिर्णितावस्थेत संपला आणि कोहलीला सामनावीराचा पुरस्कार मिळाला",The match ended in a draw and Kohli was awarded the Man of the Match.,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1.8,2,2,0,0,3,16
सामना भारताने १ गडी राखून गमावला आणि त्यानंतर धोणीला मालिकेमधून बाहेर पडावे लागले व राहिलेल्या सामन्यांमध्ये कोहलीकडे कर्णधारपदाची धुरा सोपवण्यात आली,"India lost the match by 1 wicket and Dhoni was subsequently ruled out of the series, with Kohli taking over the captaincy in the remaining matches.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,1.75,5,4,0,1,3,28
भारताने सामन्यात ५ धावांनी विजय मिळवित सलग दुसरी आयसीसी एकदिवसीय स्पर्धा जिंकली,India won the match by 5 runs to win their second consecutive ICC ODI tournament,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2.75,1,2,2,0,2,15
"कोहलीला मर्यादित षटकांच्या क्रिकेटमधील एक सर्वोत्तम फलंदाज मानले जाते, मुख्यत्वे धावांचा पाठलाग करताना एकदिवसीय क्रिकेटमध्ये पाठलाग करताना त्याची सरासरी आहे ६१","Kohli is widely regarded as one of the best batsmen in limited-overs cricket, averaging 61 in one-day chases, mainly in run chases.",7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2.8,5,2,2,2,1,29
या एकदिवसीय मालिकेतील यशामुळे नोव्हेंबर-डिसेंबर २०११ दरम्यान मायदेशी झालेल्या वेस्ट इंडीज विरुद्ध कसोटी मालिकेसाठी रैना ऐवजी कोहलीची निवड करण्यात आली,The success of this ODI series led to Kohli replacing Raina for the home Test series against the West Indies in November-December 2011.,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,2.142857142857143,5,2,0,0,7,26
"जानेवारी २०१३ च्या इंग्लंडविरुद्ध एकदिवसीय मालिकेआधी, भारतीय संघाने पाकिस्तानी संघाचा पाहुणचार केला, ज्यात दोन टी२० आणि तीन एकदिवसीय सामन्यांची मालिका खेळण्यात आली","Before the January 2013 ODI series against England, the Indian team hosted the Pakistani team, playing a series of two T20Is and three ODIs.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,2.5714285714285716,3,2,2,0,3,27
त्याच्या पहिल्या डावातील ५२ धावांच्या खेळीमुळे भारताला फॉलो-ऑन टाळता आला,His 52 in the first innings helped India avoid the follow-on.,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2.6666666666666665,1,2,1,0,1,14
"श्रीलंकेविरुद्ध अंतिम सामन्यात भारताने १३०/४ अशी धावसंख्या उभारली, ज्यात कोहलीचा वाटा होता ५८ चेंडूंत ७७ धावांचा, अखेरीस भारताने सामना सहा गडी राखून गमावला","In the final against Sri Lanka, India posted a 130/4 total, with Kohli contributing a 58-ball 77, as India eventually lost the match by six wickets.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,2.0,4,3,2,1,5,32
२०१२ पासून तो धार्मिक काळ्या धाग्याशिवाय तो उजव्या हातावर कडे सुद्धा घालतो,"Since 2012, in addition to the religious black thread, he also wears a scarf on his right hand.",5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.2,4,1,3,1,0,21
२०१४ मध्ये सर्वाधिक एकदिवसीय धावा करणारा भारतीय,Most ODI runs by an Indian in 2014,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,2,0,1,0,2,8
"फेब्रुवारी पासून खेळलेल्या १६ डावांतील पहिले अर्धशतक त्याने, दिल्लीमधल्या दुसऱ्या एकदिवसीय सामन्यात",His first half-century in 16 innings since February came in the 2nd ODI in Delhi.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2.4,3,1,3,0,2,18
त्याच्यामुळे माला १९९६ च्या दौऱ्यावर आलेला सचिन तेंडूलकार आठवला,It reminded me of Sachin Tendulkar on the 1996 tour of Mala,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1.6,3,1,0,0,3,12
कसोटी इतिहासात कर्णधार म्हणून पहिल्या तीन डावांत तीन शतके झळकाविणारा कोहली हा पहिलाच फलंदाज,Kohli became the first batsman in Test history to score three centuries in his first three innings as captain.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2.1666666666666665,3,2,2,0,1,20
८० च्या सरासरीने धावा केल्या आणि कसोटी संघातली आपली जागा मजबूत केली,Scored at an average of 80 and cemented his place in the Test team,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.3333333333333335,3,2,0,0,1,14
"कोहली भविष्यात कर्णधार होऊ शकतो असं निवड समिती आणि मंडळाला वाटतं"" स्पर्धेदरम्यान कोहली खूपच चांगल्या भरात होता","The selection committee and the board feel that Kohli can be the captain in the future. ""Kohli was in great touch during the tournament.",6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.875,3,3,1,0,2,27
"त्या शिवाय तो असेही म्हणतो की ""हा माझ्यासाठी एक व्यावसायिक उपक्रम आहे, ज्याकडे मी भविष्याच्या दृष्टीने पाहत आहे","Moreover, he adds that ""This is a business venture for me, which I am looking at for the future.",6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,1.4285714285714286,3,3,0,1,0,23
मेलबर्न बॉक्सिंग डे कसोटीमध्ये भारताकडून दोन्ही डावांत कोहलीने सर्वाधिक धावा केल्या,Kohli top-scored for India in both innings of the Boxing Day Test in Melbourne,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.8,4,0,0,1,5,16
"तो थोडासा छाती पुढे काढलेल्या पावित्र्यात  आणि खालच्या हाताची मजबूत पकड घेऊन फलंदाजी करतो, आणि तो पायाची हालचालसुद्धा चपळतेने करतो","He bats with a slight chest lift and a firm lower-hand grip, and he also moves his feet with agility.",7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.5,2,2,3,1,0,24
"कर्णधार म्हणून त्याच्या दुसऱ्या सामन्यात त्याने, कर्णधार म्हणून पहिले शतक झळकावले","In his second match as captain, he scored his first century as a captain.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2.0,3,1,2,0,0,16
हरारे मधील पहिल्या सामन्यात २२९ धावांचा यशस्वी पाठलाग करताना त्याने १०८ चेंडूंमध्ये ११५ धावा केल्या आणि सामनावीराचा पुरस्कार सुद्धा जिंकला,He scored 115 off 108 balls in a successful chase of 229 in the first match in Harare and also won the man of the match award.,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.1666666666666665,6,2,2,1,1,28
"सिडनी मधील दुसऱ्या कसोटीतही त्याला धावांसाठी संघर्ष करावा लागला, त्याने २४ आणि ९ धावा केल्या","He also struggled for runs in the Second Test in Sydney, scoring 24 and 9.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1.5,3,2,0,1,3,17
"कोहलीला मालिकावीराचा पुरस्कार मिळाला, आणि त्याच्या नेतृत्वाखाली हा दुसरा व्हाईटवॉश होता","Kohli won the Man of the Series award, and this was the second whitewash under his captaincy.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.0,2,2,1,0,3,19
"स्पर्धेत स्फोटक फलंदाजीचे प्रदर्शन घडवताना, कोहलीने १६ सामन्यांमध्ये ४ शतके, ६ अर्धशतके यांसह ८३ चौकार आणि ३८ षट्कारांसह ९७३ धावा केल्या","In an explosive batting display in the tournament, Kohli scored 973 runs in 16 matches with 83 fours and 38 sixes, including 4 centuries and 6 half-centuries",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2.375,5,2,1,0,1,31
त्याने पाकिस्तानविरुद्ध धावांचा यशस्वी पाठलाग करताना नाबाद ५५ धावा केल्या,He scored an unbeaten 55 in a successful run chase against Pakistan,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.0,2,1,2,0,1,12
त्यांची ही भागीदारी भारताची दहा वर्षातली आशियाच्या बाहेरची सर्वात मोठी भागीदारी होती,Their partnership was India's largest outside Asia in ten years.,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3.0,1,1,1,0,2,12
"आणि त्याची वर्तणूक आणि तो ज्याप्रकारे त्याच्या संघावर नियंत्रण ठेवत होता, ते पाहून मी फार प्रभावित झालो",And I was very impressed with his attitude and the way he controlled his team.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1.6,1,2,1,1,0,16
४ दशलक्ष इतके दाखवून त्याला भारताच्या सर्वात महागड्या ख्यातनाम व्यक्तींच्या यादीत चवथे स्थान दिले त्याची बॅट संबंधीचा एमआरएफ बरोबरचा करार हा भारतीय क्रिकेटच्या इतिहासातील एक सर्वात महागडा करार समजला जातो,His contract with MRF regarding his bat is considered one of the most expensive contracts in the history of Indian cricket.,8.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2.1666666666666665,5,2,2,1,1,22
"सदर सामना अनिर्णितावस्थेत संपला, पहिल्या दोन सामन्यांतील विजयामुळे भारताने मालिका २-० अशी जिंकली","The match ended in a draw, with India winning the series 2-0 thanks to victories in the first two matches.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.0,5,2,1,0,1,24
"पुन्हा एकदा मालिकेत भारतातर्फे शतक झळकाविणारा एकमेव फलंदाज विराट कोहलीच होता, त्याने ५३","Once again, Virat Kohli was the only batsman to score a century for India in the series, scoring 53.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,2.0,2,3,1,2,3,22
फेब्रुवारी २०१३ मध्ये ऑस्ट्रेलियाविरुद्ध मायदेशी झालेल्या कसोटी मालिकेमधल्या चेन्नईतील पहिल्या कसोटीमध्ये कोहलीने १०७ धावा करून आपले चवथे कसोटी शतक साजरे केले,"In February 2013, Kohli celebrated his fourth Test century by scoring 107 in the first Test against Australia at home in Chennai.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1.7142857142857142,6,2,2,0,4,24
दौऱ्यातल्या शेवटच्या आणि एकमेव टी२० सामन्यात त्याने ४१ चेंडूत ६६ धावा केल्या,"In the last and only T20I of the tour, he scored 66 runs off 41 balls",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1.75,3,1,1,2,0,17
मालिकेच्या शेवटी कोहली त्याच्या कारकि‍र्दीत प्रथमच आयसीसी एकदिवसीय फलंदाजांच्या क्रमवारीत पहिल्या क्रमांकावर विराजमान झाला,"At the end of the series, Kohli became the number one ranked ODI batsman for the first time in his career.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.6666666666666665,4,2,2,0,1,23
"”  नोव्हेंबर २०१४ मध्ये, कोहली आणि अंजना रेड्डीचे युनिव्हर्सल स्पोर्टझबिझ (USPL) यांनी मिळून 'WROGN' हा तरुणांसाठीचा फॅशन ब्रँडची सुरुवात केली","In November 2014, Kohli and Anjana Reddy's Universal Sportsbiz (USPL) launched WROGN, a youth fashion brand",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.3333333333333335,1,1,0,0,8,21
"मेलबर्न येथील पहिल्या कसोटी सामन्यात कोहलीची निवड झाली, परंतु सामन्यात त्याचे बचावतंत्र उघड झाले","Kohli was selected for the first Test in Melbourne, but his defensive tactics were exposed in the match.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,2.0,3,2,2,0,2,20
"३३ च्या सरासरीने २०० धावा केल्या, ज्यात दिल्लीमधल्या शेवटच्या सामन्यातील ४४ आणि ८८ धावा होत्या","200 runs were scored at an average of 33, including scores of 44 and 88 in the last match in Delhi.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1.8,6,2,1,0,1,23
भारताने वेस्ट इंडीजचा एक डाव आणि ९२ धावांनी पराभव करून आशिया बाहेरील सर्वात मोठ्या विजयाची नोंद केली,India registered their biggest win outside Asia by defeating West Indies by an innings and 92 runs,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1.8333333333333333,3,2,1,0,4,17
भारताने मालिका ४-० अशी गमावली आणि मालिकेमध्ये भारताकडून कोहलीने सर्वात जास्त धावा केल्या,"India lost the series 4-0, with Kohli scoring the most runs for India in the series.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1.6666666666666667,3,2,1,0,3,20
"त्याच्या मते कव्हर ड्राइव्ह हा त्याचा आवडता फटका आहे, आणि त्याला फ्लिकचा फटका नैसर्गिकरित्या येतो","According to him, the cover drive is his favourite shot, and he gets the flick hit naturally.",6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2.0,2,4,1,1,0,20
"भारताने मालिका ४-० अशी जिंकली, आणि चार दशकांपेक्षा जास्त कालावधीनंतर ऑस्ट्रेलियाला व्हाईटवॉश देणारा पहिला संघ ठरला","India won the series 4-0, becoming the first team to whitewash Australia in more than four decades.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,2.2,1,3,2,0,2,21
ही सचिन तेंडूलकरची शेवटची कसोटी मालिका होती आणि मालिकेनंतर कोहलीने तेंडूलकरचे चवथ्या क्रमांकाचे स्थान घेणे अपेक्षित होते,This was Sachin Tendulkar's last Test series and Kohli was expected to take Tendulkar's number four position after the series.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,3.0,1,3,1,0,4,23
"संपूर्ण स्पर्धेत कोहलीने चवथ्या क्रमांकावर फलंदाजी केली आणि पहिल्या चार एकदिवसीय सामन्यांत त्याने २२, ४९, ५३ आणि ६६ अशा धावा केल्या","Kohli batted at number four throughout the tournament, scoring 22, 49, 53 and 66 in the first four ODIs",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2.0,3,2,1,0,1,22
"त्याला उद्देशून ""द लोन ब्राइट स्पॉट इन ॲन अदरवाईज नाईटमेयर विजीट फॉर द टूरिस्ट"" (पाहुण्यांच्या दुःस्वप्नातील एकमेव तेजस्वी ठिपका) असे वर्णन करण्यात आले","It was addressed as ""The Lone Bright Spot in an Otherwise Nightmare Visit for the Tourist"" (the only bright spot in a guest's nightmare).",7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,3.1666666666666665,4,1,1,1,7,30
"भारत संपूर्ण दौऱ्यावर एकही सामना जिंकू शकला नाही, दुसरा कसोटी सामना भारताने १० गडी राखून गमावला, त्यात कोहलीने ४६ आणि ११ धावा केल्या","India did not win a single match throughout the tour, losing the Second Test by 10 wickets, with Kohli scoring 46 and 11.",7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2.0,3,3,1,0,4,26
भारताने मालिका ४-१ अशी जिंकली आणि मालिकेमध्ये सर्वाधिक धावा केल्यामुळे कोहलीला मालिकाविराचा पुरस्कार मिळाला,India won the series 4-1 and Kohli was awarded the Man of the Series for being the highest run-scorer in the series.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,2.142857142857143,4,3,1,0,4,27
"त्यानंतर झालेल्या एकमेव टी२० सामन्यात त्याने ४८ चेंडूत ६८ धावा केल्या, हे त्याचे पहिले आंतरराष्ट्रीय टी२० अर्धशतक, आणि त्याला मालिकाविराचा पुरस्कार मिळाला","In the one-off T20I that followed, he scored 68 runs off 48 balls, his maiden international T20I half-century, and was awarded the Man of the Series.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,2.142857142857143,3,3,4,0,2,34
"२८ च्या सरासरीने त्याने ६३४ धावा केल्या, त्यामध्ये सहा अर्धशतके आणि सर्वोच्च धावसंख्या ९९ यांचा समावेश होता","He scored 634 runs at an average of 28, with six half-centuries and a high score of 99.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2.4,4,1,1,0,0,22
"उपांत्य सामन्यामध्ये दक्षिण आफ्रिकेविरुद्ध त्याच्या ४४ चेंडूंमधील ७२ धावांच्या जोरावर, भारताने १७३ धावांचा, सहा गडी आणि पाच चेंडू राखून यशस्वी पाठलाग केला","In the semi-final against South Africa, his 44-ball 72 helped India chase down 173 with six wickets and five balls to spare",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,2.2,3,3,3,1,3,27
"स्पर्धेतील दक्षिण आफ्रिकेविरुद्ध पहिल्या सामन्यात, लोन्वाबो त्सोत्सोबेच्या एका आखूड टप्प्याच्या चेंडूवर पूल करण्याच्या नादात तो ३४ धावांवर बाद झाला, आणि पुढच्या सामन्यात सुनिल नारायणने त्याला २२ धावांवर बाद केले","In the first match of the tournament, against South Africa, he was dismissed for 34 after attempting a pull off Lonwabo Tsotsobe, and in the next match, Sunil Narine dismissed him for 22",9.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,2.0,7,3,2,0,6,37
"त्याने स्पर्धेत दोन अर्धशतके झळकावली, अफगाणिस्तानविरुद्ध ५० आणि सुपर आठ मध्ये पाकिस्तान विरुद्ध ७८*, दोन्ही सामन्यांमध्ये त्याला सामनावीराचा बहुमान मिळाला","He scored two half-centuries in the tournament, a 50 against Afghanistan and a 78 * against Pakistan in the Super Eights, winning the man of the match award in both matches.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,2.111111111111111,6,2,1,0,4,36
ॲडलेड येथे डिसेंबर २०१४ मध्ये सुरू झालेल्या ऑस्ट्रेलिया दौऱ्यावरच्या पहिल्या कसोटी सामन्यासाठी पहिल्यांदाच दुखापतग्रस्त धोणीऐवजी कर्णधारपदाची सुत्रे कोहलीच्या हाती दिली गेली,Kohli was handed the captaincy for the first time as a replacement for the injured Dhoni for the 1st Test of the Australia tour which began in Adelaide in December 2014.,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10,2.0,7,3,2,0,5,32
"त्याने नेपियर मध्ये १११ चेंडूंत १२३, हॅमिल्टन मध्ये ६५ चेंडूंत ७८, आणि वेलिंग्टनमध्ये ७८ चेंडूंत ८२ धावा केल्या","He scored 123 off 111 balls in Napier, 78 off 65 balls in Hamilton, and 82 off 78 balls in Wellington.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2.0,4,1,0,0,3,24
१७५ चेंडूत १४१ धावा करून कोहली सामन्यातील सर्वाधिक धावा करणारा फलंदाज होता,Kohli was the highest run-scorer of the match with 141 runs from 175 balls.,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2.4,3,1,1,0,1,17
"ऑक्टोबर २०१४ मध्ये, वेस्ट इंडीजविरुद्ध मायदेशी झालेल्या एकदिवसीय मालिकेमध्ये कोहलीला चांगले यश मिळाले","In October 2014, Kohli enjoyed good success in the home ODI series against the West Indies",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2.2,3,1,1,0,5,17
स्पर्धेत त्याला मालिकावीराचा पुरस्कार मिळाला,He won the Man of the Series award in the tournament.,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.0,2,1,0,0,2,12
कोहलीची कमी धावांची माळ तुटली ती श्रीलंकेच्या दौऱ्यावर,Kohli's low-scoring streak was broken on the tour of Sri Lanka in 1993,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3.3333333333333335,3,1,1,0,3,16
ऑस्ट्रेलियाविरुद्ध सात सामन्यांची एकदिवसीय मालिका कोहलीसाठी फलंदाजीच्या बाबतीत खुपच यशस्वी ठरली,The seven-match ODI series against Australia was a huge success for Kohli with the bat,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2.6,3,1,2,0,2,17
"त्याच्या ह्या खेळीमुळे त्याला ""ॲन एक्सपर्ट ऑफ द चेस"" (पाठलाग तज्ञ) असा नावलौकिक मिळाला","His innings earned him the sobriquet ""An Expert of the Chase.""",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1.8,1,1,0,0,1,14
"पुण्यात झालेल्या पराभवामध्ये सर्वाधिक ६१ धावा केल्यानंतर, त्याने जयपुर मधल्या दुसऱ्या सामन्यात भारतीय फलंदाजातर्फे सर्वात जलद शतक ठोकले","After top-scoring with 61 in a loss in Pune, he scored the fastest century by an Indian batsman in the second ODI in Jaipur.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2.125,7,1,3,0,3,28
"त्यात त्याने धवन आणि रैना दोघांसोबत १०० पेक्षा अधिक धावांची भागीदारी केली, त्यामुळे भारताने पाकिस्तानसमोर ३०० धावांचे लक्ष्य ठेवले आणि सामना ७६ धावांनी जिंकला","In it, he shared 100-plus run partnerships with both Dhawan and Raina as India set Pakistan a target of 300 runs and won the match by 76 runs.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,1.8181818181818181,4,3,0,0,4,32
"मालिकेदरम्यान कोहलीने विशाखापट्टणम मध्ये त्याचे आठवे एकदिवसीय शतक केले, ज्यामध्ये २७१ धावांचा पाठलाग करताना त्याने १२३ चेंडूंत ११७ धावा केल्या","During the series, Kohli scored his eighth ODI century in Visakhapatnam, scoring 117 off 123 balls in a chase of 271.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2.3333333333333335,4,2,2,1,2,24
"कोहली फक्त २ धावा करून बाद झाला, परंतु भारताने सामन्यात १ गडी राखून विजय मिळवला","Kohli was dismissed for just 2 runs, but India won the match by 1 wicket",5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1.8,2,2,0,1,2,16
"३३ च्या सरासरीने ३१९ धावा केल्या, आणि एका २०-२० विश्व अजिंक्यपद स्पर्धेत सर्वाधिक धावा करणारा फलंदाज होण्याचा मान मिळवला, ज्यासाठी त्याला मालिकावीराचा पुरस्कार मिळाला","Scored 319 runs at an average of 33, and was the highest run-scorer in a single ID1 World Championship, for which he won the Man of the Series award.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,2.625,5,3,2,0,5,34
संघाचे दुसऱ्यांदा नेतृत्व करताना कोहलीने पहिल्या डावात १४७ धावा फटकावल्या,"Leading the team for the second time in 1993, Kohli scored 147 runs in the first innings",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2.2,3,2,2,0,1,18
"आणि विशेषतः एडवर्डसच्या जलद गोलंदाजीने त्याला त्रस्त केले, त्याने त्याला मालिकेत तीन वेळा बाद केले","And he was particularly troubled by the fast bowling of Edwards, who dismissed him three times in the series.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,1.5,2,2,1,1,1,21
"निवड समितीचे अध्यक्ष कृष्णम्माचारी श्रीकांत पत्रकांशी बोलताना म्हणाले, ""कोहली ज्याप्रकारे खेळला त्याबद्दल त्याला सलाम","Speaking to the press, chairman of selectors Krishnamachari Srikkanth said, ""Hats off to Kohli for the way he played.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,1.4285714285714286,4,3,0,0,3,23
"पाकिस्तान विरुद्ध भारताच्या शेवटच्या गट सामन्यात तो २२ धावांवर नाबाद राहिला, आणि भारत एकही सामना न हरता उपांत्यफेरीसाठी पात्र झाला","He remained unbeaten on 22 in India's final group match against Pakistan, as India qualified for the semi-finals without losing a match.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,1.75,5,3,2,0,3,27
ही मालिका भारताने ५-० अशी जिंकली,India won the series 5 - 0.,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.5,1,1,0,0,1,8
"जोहान्सबर्गमधल्या पहिल्या कसोटीत जी त्याची दक्षिण आफ्रिकेविरुद्ध पहिलीच कसोटी होती, तो पहिल्यांदाच चवथ्या क्रमांकावर फलंदाजीस उतरला, त्या कसोटीत त्याने ११९ आणि ९६ धावा केल्या","In the First Test at Johannesburg, his first against South Africa, he came in at number four for the first time, scoring 119 and 96.",8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1.8333333333333333,5,2,2,0,5,29
त्याच्यात ती ठिणगी होती,He had a spark in him.,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1.3333333333333333,1,1,0,0,0,7
"दुखापतीतून सावरलेला धोणीने २०-२० विश्व अजिंक्यपद स्पर्धा, २०१४ साठी संघात कर्णधार म्हणून पुनरागमन केले आणि कोहली उपकर्णधार झाला","Recovering from injury, Dhoni returned to the team as captain for the 2014 World Championship, with Kohli as his deputy.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,1.7142857142857142,6,2,0,0,4,23
त्याने पाच सामन्यांच्या एकदिवसीय मालिकेमध्ये ५८,He scored 58 in the five-match ODI series.,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3.5,1,1,1,0,0,11
३४ सामन्यांत चार शतकांसह ४७,47 with four centuries in 34 matches,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,2,0,0,0,0,7
""" विशाखापट्टणम मधील पुढच्याच सामन्यात रवि रामपॉलच्या गोलंदाजीवर हूकचा फटका मारताना तो ९९ धावांवर बाद झाला आणि त्याचे शतक हुकले","In the very next match at Visakhapatnam, he missed out on a century by 99 runs when he was hit by a hook off the bowling of Ravi Rampaul",6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,1.8888888888888888,6,2,1,1,3,30
"भारताने जिंकलेल्या दोन्ही सामन्यांत कोहलीला सामनावीराचा पुरस्कार मिळाला, परंतु भारत स्पर्धेच्या अंतिम फेरीत जाऊ शकला नाही","Kohli was awarded the Man of the Match in both matches that India won, but India did not progress to the final of the tournament.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,1.5,4,3,1,0,5,27
"४१ च्या सरासरीने ५५७ धावा केल्या, ज्यात चार अर्धशतकांचा समावेश होता","He scored 557 runs at an average of 41, which included four half-centuries.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2.0,2,2,1,0,0,17
"त्याची हा फॉर्म श्रीलंकेत झालेल्या २०-२० विश्व अजिंक्यपद स्पर्धा, २०१२ मध्ये सुद्धा तसाच राहिला,  ५ सामन्यांत त्याने ४६","His form continued in the 2012 20-20 World Championship in Sri Lanka, where he scored 46 runs in 5 matches.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2.6666666666666665,4,2,0,0,4,24
